id,state,total_pop,groundwater_per_day,gal_per_capita,county
17015,IL,14616,700000,47.89,Carroll County
17017,IL,12847,810000,63.05,Cass County
17019,IL,208861,15180000,72.68,Champaign County
17021,IL,33641,2430000,72.23,Christian County
17023,IL,15979,1250000,78.23,Clark County
17025,IL,13427,800000,59.58,Clay County
17027,IL,37786,2800000,74.1,Clinton County
17029,IL,52521,3940000,75.02,Coles County
17031,IL,5238215,418640000,79.92,Cook County
17033,IL,19414,1280000,65.93,Crawford County
17035,IL,10898,370000,33.95,Cumberland County
17037,IL,104352,7750000,74.27,DeKalb County
17039,IL,16247,880000,54.16,De Witt County
17041,IL,19823,1220000,61.54,Douglas County
17043,IL,933736,68890000,73.78,DuPage County
17045,IL,17664,920000,52.08,Edgar County
17047,IL,6534,490000,74.99,Edwards County
17049,IL,34371,1850000,53.82,Effingham County
17051,IL,22043,1430000,64.87,Fayette County
17053,IL,13735,830000,60.43,Ford County
17055,IL,39485,3030000,76.74,Franklin County
17057,IL,35699,2240000,62.75,Fulton County
17059,IL,5265,380000,72.17,Gallatin County
17061,IL,13241,910000,68.73,Greene County
17063,IL,50541,3180000,62.92,Grundy County
17065,IL,8200,650000,79.27,Hamilton County
17067,IL,18543,1000000,53.93,Hancock County
17069,IL,4135,330000,79.81,Hardin County
17071,IL,6995,520000,74.34,Henderson County
17073,IL,49489,3070000,62.03,Henry County
17075,IL,28671,1590000,55.45,Iroquois County
17077,IL,59361,4340000,73.11,Jackson County
17079,IL,9607,580000,60.37,Jasper County
17081,IL,38353,2680000,69.88,Jefferson County
17083,IL,22372,1690000,75.54,Jersey County
17085,IL,22086,1180000,53.43,Jo Daviess County
17087,IL,12762,630000,49.37,Johnson County
17089,IL,530847,38110000,71.79,Kane County
17091,IL,110878,7110000,64.12,Kankakee County
17093,IL,123355,8010000,64.93,Kendall County
17095,IL,51441,3630000,70.57,Knox County
17097,IL,703910,49360000,70.12,Lake County
17099,IL,111333,7410000,66.56,LaSalle County
17101,IL,16491,910000,55.18,Lawrence County
17103,IL,34584,2160000,62.46,Lee County
17105,IL,36671,2089999,56.99,Livingston County
17107,IL,29494,1690000,57.3,Logan County
17109,IL,31333,2180000,69.58,McDonough County
17111,IL,307343,19340000,62.93,McHenry County
17113,IL,173166,12690000,73.28,McLean County
17115,IL,107303,8039999,74.93,Macon County
17117,IL,46045,3660000,79.49,Macoupin County
17119,IL,266209,19140000,71.9,Madison County
17121,IL,38339,2980000,77.73,Marion County
17123,IL,11982,710000,59.26,Marshall County
17125,IL,13700,620000,45.25,Mason County
17127,IL,14765,1100000,74.5,Massac County
17129,IL,12444,830000,66.7,Menard County
17131,IL,15857,770000,48.56,Mercer County
17133,IL,33879,2029999,59.92,Monroe County
17135,IL,28898,2000000,69.21,Montgomery County
17137,IL,34828,2630000,75.51,Morgan County
17139,IL,14931,900000,60.28,Moultrie County
17141,IL,51659,2570000,49.75,Ogle County
17143,IL,186220,13370000,71.8,Peoria County
17145,IL,21543,1380000,64.06,Perry County
17147,IL,16387,950000,57.97,Piatt County
17149,IL,15989,1260000,78.8,Pike County
17151,IL,4226,330000,78.09,Pope County
17153,IL,5678,260000,45.79,Pulaski County
17155,IL,5644,310000,54.93,Putnam County
17157,IL,32852,2160000,65.75,Randolph County
17159,IL,16029,1020000,63.63,Richland County
17161,IL,146132,11540000,78.97,Rock Island County
17163,IL,264052,15640000,59.23,St. Clair County
17165,IL,24548,1660000,67.62,Saline County
17167,IL,198712,13300000,66.93,Sangamon County
17169,IL,7032,550000,78.21,Schuyler County
17171,IL,5092,340000,66.77,Scott County
17173,IL,21775,1010000,46.38,Shelby County
17175,IL,5787,290000,50.1,Stark County
17177,IL,45748,2620000,57.27,Stephenson County
17179,IL,134800,10070000,74.7,Tazewell County
17181,IL,17408,1020000,58.59,Union County
17183,IL,79282,4820000,60.8,Vermilion County
17185,IL,11542,800000,69.31,Wabash County
17187,IL,17527,1000000,57.05,Warren County
17189,IL,14270,700000,49.05,Washington County
17191,IL,16423,1280000,77.94,Wayne County
17193,IL,14327,930000,64.91,White County
17195,IL,57078,3060000,53.61,Whiteside County
17197,IL,687263,43760000,63.67,Will County
17199,IL,67466,3550000,52.62,Williamson County
17201,IL,287078,19770000,68.87,Winnebago County
17203,IL,39227,1980000,50.48,Woodford County
18001,IN,34980,1530000,43.74,Adams County
18003,IN,368450,23750000,64.46,Allen County
18005,IN,81161,4270000,52.61,Bartholomew County
18007,IN,8681,420000,48.38,Benton County
18009,IN,12298,640000,52.04,Blackford County
18011,IN,63343,2850000,44.99,Boone County
18013,IN,14977,870000,58.09,Brown County
18015,IN,19855,440000,22.16,Carroll County
18017,IN,37979,1630000,42.92,Cass County
18019,IN,115371,8440000,73.16,Clark County
18021,IN,26503,1360000,51.31,Clay County
18023,IN,32609,1580000,48.45,Clinton County
18025,IN,10482,520000,49.6,Crawford County
18027,IN,32906,1810000,55.01,Daviess County
18029,IN,49455,3210000,64.91,Dearborn County
18031,IN,26521,1130000,42.61,Decatur County
18033,IN,42589,1920000,45.08,DeKalb County
18035,IN,116852,6380000,54.6,Delaware County
18037,IN,42461,2900000,68.3,Dubois County
18039,IN,203474,8460000,41.58,Elkhart County
18041,IN,23434,1320000,56.33,Fayette County
18043,IN,76778,5620000,73.2,Floyd County
18045,IN,16590,710000,42.79,Fountain County
18047,IN,22872,880000,38.47,Franklin County
18049,IN,20315,680000,33.47,Fulton County
18051,IN,33775,2150000,63.66,Gibson County
18053,IN,67979,3660000,53.84,Grant County
18055,IN,32441,1990000,61.34,Greene County
18057,IN,309697,18750000,60.54,Hamilton County
18059,IN,72520,2270000,31.3,Hancock County
18061,IN,39578,2470000,62.41,Harrison County
18063,IN,158192,7750000,48.99,Hendricks County
18065,IN,48985,2250000,45.93,Henry County
18067,IN,82556,4540000,54.99,Howard County
18069,IN,36630,1780000,48.59,Huntington County
18071,IN,44068,2300000,52.19,Jackson County
18073,IN,33470,820000,24.5,Jasper County
18075,IN,21121,910000,43.09,Jay County
18077,IN,32415,2270000,70.03,Jefferson County
18079,IN,27897,1580000,56.64,Jennings County
18081,IN,149632,9380000,62.69,Johnson County
18083,IN,37927,2390000,63.02,Knox County
18085,IN,78620,1780000,22.64,Kosciusko County
18087,IN,38809,540000,13.91,LaGrange County
18089,IN,487865,33590000,68.85,Lake County
18091,IN,110884,5320000,47.98,LaPorte County
18093,IN,45495,3080000,67.7,Lawrence County
18095,IN,129722,7030000,54.19,Madison County
18097,IN,939020,65230000,69.47,Marion County
18099,IN,46857,1620000,34.57,Marshall County
18101,IN,10226,560000,54.76,Martin County
18103,IN,35861,1550000,43.22,Miami County
18105,IN,144705,10440000,72.15,Monroe County
18107,IN,38227,1710000,44.73,Montgomery County
18109,IN,69648,3030000,43.5,Morgan County
18111,IN,14008,470000,33.55,Newton County
18113,IN,47733,1590000,33.31,Noble County
18115,IN,5938,400000,67.36,Ohio County
18117,IN,19605,860000,43.87,Orange County
18119,IN,20872,590000,28.27,Owen County
18121,IN,16901,630000,37.28,Parke County
18123,IN,19347,1220000,63.06,Perry County
18125,IN,12594,810000,64.32,Pike County
18127,IN,167688,8870000,52.9,Porter County
18129,IN,25511,1000000,39.2,Posey County
18131,IN,12889,320000,24.83,Pulaski County
18133,IN,37585,1700000,45.23,Putnam County
18135,IN,25171,1030000,40.92,Randolph County
18137,IN,28701,1490000,51.91,Ripley County
18139,IN,16672,590000,35.39,Rush County
18141,IN,268441,14570000,54.28,St. Joseph County
18143,IN,23744,1670000,70.33,Scott County
18145,IN,44478,1590000,35.75,Shelby County
18147,IN,20715,1090000,52.62,Spencer County
18149,IN,22958,400000,17.42,Starke County
18151,IN,34372,790000,22.98,Steuben County
18153,IN,20928,1290000,61.64,Sullivan County
18155,IN,10524,640000,60.81,Switzerland County
18157,IN,185826,11210000,60.33,Tippecanoe County
18159,IN,15267,570000,37.34,Tipton County
18161,IN,7182,280000,38.99,Union County
18163,IN,181877,12870000,70.76,Vanderburgh County
18165,IN,15692,960000,61.18,Vermillion County
18167,IN,107896,6040000,55.98,Vigo County
18169,IN,32138,1490000,46.36,Wabash County
18171,IN,8269,210000,25.4,Warren County
18173,IN,61897,4320000,69.79,Warrick County
18175,IN,27827,1440000,51.75,Washington County
18177,IN,67001,3800000,56.72,Wayne County
18179,IN,27964,1050000,37.55,Wells County
18181,IN,24293,760000,31.28,White County
18183,IN,33406,940000,28.14,Whitley County
19001,IA,7228,290000,40.12,Adair County
19003,IA,3796,230000,60.59,Adams County
19005,IA,13886,480000,34.57,Allamakee County
19007,IA,12529,520000,41.5,Appanoose County
19009,IA,5773,210000,36.38,Audubon County
19011,IA,25658,1100000,42.87,Benton County
19013,IA,133455,8050000,60.32,Black Hawk County
19015,IA,26643,1590000,59.68,Boone County
19017,IA,24721,1150000,46.52,Bremer County
19019,IA,21061,840000,39.88,Buchanan County
19021,IA,20493,1080000,52.7,Buena Vista County
19023,IA,14915,600000,40.23,Butler County
19025,IA,9818,480000,48.89,Calhoun County
19027,IA,20498,1270000,61.96,Carroll County
19029,IA,13427,650000,48.41,Cass County
19031,IA,18340,730000,39.8,Cedar County
19033,IA,43016,2480000,57.65,Cerro Gordo County
19035,IA,11574,630000,54.43,Cherokee County
19037,IA,12097,470000,38.85,Chickasaw County
19039,IA,9259,540000,58.32,Clarke County
19041,IA,16507,1040000,63.0,Clay County
19043,IA,17644,640000,36.27,Clayton County
19045,IA,47768,2600000,54.43,Clinton County
19047,IA,17094,930000,54.41,Crawford County
19049,IA,80133,4940000,61.65,Dallas County
19051,IA,8769,210000,23.95,Davis County
19053,IA,8220,460000,55.96,Decatur County
19055,IA,17403,600000,34.48,Delaware County
19057,IA,40055,2430000,60.67,Des Moines County
19059,IA,17111,840000,49.09,Dickinson County
19061,IA,97125,5260000,54.16,Dubuque County
19063,IA,9769,500000,51.18,Emmet County
19065,IA,20257,900000,44.43,Fayette County
19067,IA,15960,700000,43.86,Floyd County
19069,IA,10295,450000,43.71,Franklin County
19071,IA,6906,270000,39.1,Fremont County
19073,IA,9027,420000,46.53,Greene County
19075,IA,12435,550000,44.23,Grundy County
19077,IA,10675,440000,41.21,Guthrie County
19079,IA,15190,750000,49.37,Hamilton County
19081,IA,10974,480000,43.74,Hancock County
19083,IA,17367,840000,48.37,Hardin County
19085,IA,14265,520000,36.45,Harrison County
19087,IA,19950,1130000,56.64,Henry County
19089,IA,9410,370000,39.32,Howard County
19091,IA,9555,450000,47.1,Humboldt County
19093,IA,7028,310000,44.11,Ida County
19095,IA,16401,750000,45.73,Iowa County
19097,IA,19444,750000,38.57,Jackson County
19099,IA,36827,1610000,43.72,Jasper County
19101,IA,17555,830000,47.28,Jefferson County
19103,IA,144251,8500000,58.93,Johnson County
19105,IA,20465,840000,41.04,Jones County
19107,IA,10163,440000,43.29,Keokuk County
19109,IA,15165,650000,42.86,Kossuth County
19111,IA,35089,2069999,58.99,Lee County
19113,IA,219916,13170000,59.89,Linn County
19115,IA,11185,440000,39.34,Louisa County
19117,IA,8682,340000,39.16,Lucas County
19119,IA,11745,730000,62.15,Lyon County
19121,IA,15753,820000,52.05,Madison County
19123,IA,22324,1200000,53.75,Mahaska County
19125,IA,33294,1760000,52.86,Marion County
19127,IA,40746,2190000,53.75,Marshall County
19129,IA,14844,530000,35.7,Mills County
19131,IA,10832,400000,36.93,Mitchell County
19133,IA,8979,390000,43.43,Monona County
19135,IA,7973,290000,36.37,Monroe County
19137,IA,10234,500000,48.86,Montgomery County
19139,IA,43011,2280000,53.01,Muscatine County
19141,IA,13984,700000,50.06,O'Brien County
19143,IA,6154,250000,40.62,Osceola County
19145,IA,15527,790000,50.88,Page County
19147,IA,9133,430000,47.08,Palo Alto County
19149,IA,24800,1080000,43.55,Plymouth County
19151,IA,7007,310000,44.24,Pocahontas County
19153,IA,467711,29160000,62.35,Polk County
19155,IA,93671,5240000,55.94,Pottawattamie County
19157,IA,18550,930000,50.13,Poweshiek County
19159,IA,5068,180000,35.52,Ringgold County
19161,IA,10021,560000,55.88,Sac County
19163,IA,172125,10280000,59.72,Scott County
19165,IA,11927,520000,43.6,Shelby County
19167,IA,34937,2020000,57.82,Sioux County
19169,IA,96021,5710000,59.47,Story County
19171,IA,17337,690000,39.8,Tama County
19173,IA,6205,260000,41.9,Taylor County
19175,IA,12469,610000,48.92,Union County
19177,IA,7343,220000,29.96,Van Buren County
19179,IA,35173,1790000,50.89,Wapello County
19181,IA,48626,3020000,62.11,Warren County
19183,IA,22247,1280000,57.54,Washington County
19185,IA,6385,300000,46.99,Wayne County
19187,IA,37071,2110000,56.92,Webster County
19189,IA,10609,500000,47.13,Winnebago County
19191,IA,20709,770000,37.18,Winneshiek County
19193,IA,102782,6130000,59.64,Woodbury County
19195,IA,7569,350000,46.24,Worth County
19197,IA,12773,650000,50.89,Wright County
20001,KS,12717,560000,44.04,Allen County
20003,KS,7808,330000,42.26,Anderson County
20005,KS,16398,850000,51.84,Atchison County
20007,KS,4823,500000,103.67,Barber County
20009,KS,27103,1490000,54.98,Barton County
20011,KS,14712,860000,58.46,Bourbon County
20013,KS,9776,460000,47.05,Brown County
20015,KS,66741,2640000,39.56,Butler County
20017,KS,2679,110000,41.06,Chase County
20019,KS,3401,160000,47.03,Chautauqua County
20021,KS,20533,990000,48.22,Cherokee County
20023,KS,2679,320000,119.45,Cheyenne County
20025,KS,2096,210000,100.19,Clark County
20027,KS,8347,480000,57.51,Clay County
20029,KS,9219,500000,54.24,Cloud County
20031,KS,8384,430000,51.29,Coffey County
20033,KS,1843,140000,75.96,Comanche County
20035,KS,35788,1900000,53.09,Cowley County
20037,KS,39217,2080000,53.04,Crawford County
20039,KS,2932,220000,75.03,Decatur County
20041,KS,19303,990000,51.29,Dickinson County
20043,KS,7797,390000,50.02,Doniphan County
20045,KS,118053,6700000,56.75,Douglas County
20047,KS,2968,190000,64.02,Edwards County
20049,KS,2605,170000,65.26,Elk County
20051,KS,29029,1160000,39.96,Ellis County
20053,KS,6343,580000,91.44,Ellsworth County
20055,KS,37118,3180000,85.67,Finney County
20057,KS,34536,2680000,77.6,Ford County
20059,KS,25609,1320000,51.54,Franklin County
20061,KS,37030,1590000,42.94,Geary County
20063,KS,2640,280000,106.06,Gove County
20065,KS,2591,260000,100.35,Graham County
20067,KS,7733,800000,103.45,Grant County
20069,KS,6132,520000,84.79,Gray County
20071,KS,1330,170000,127.82,Greeley County
20073,KS,6244,410000,65.66,Greenwood County
20075,KS,2474,480000,194.02,Hamilton County
20077,KS,5817,440000,75.64,Harper County
20079,KS,35073,1710000,48.76,Harvey County
20081,KS,4064,390000,95.96,Haskell County
20083,KS,1893,110000,58.11,Hodgeman County
20085,KS,13338,540000,40.49,Jackson County
20087,KS,18930,1040000,54.94,Jefferson County
20089,KS,2970,140000,47.14,Jewell County
20091,KS,580159,39130000,67.45,Johnson County
20093,KS,3956,300000,75.83,Kearny County
20095,KS,7687,360000,46.83,Kingman County
20097,KS,2563,210000,81.9,Kiowa County
20099,KS,20803,1040000,49.99,Labette County
20101,KS,1670,190000,113.77,Lane County
20103,KS,79315,3500000,44.13,Leavenworth County
20105,KS,3105,120000,38.65,Lincoln County
20107,KS,9536,620000,65.02,Linn County
20109,KS,2825,360000,127.43,Logan County
20111,KS,33339,1650000,49.49,Lyon County
20113,KS,28941,2049999,70.83,McPherson County
20115,KS,12103,680000,56.18,Marion County
20117,KS,9936,540000,54.35,Marshall County
20119,KS,4330,360000,83.14,Meade County
20121,KS,32553,1520000,46.69,Miami County
20123,KS,6282,560000,89.14,Mitchell County
20125,KS,33314,1560000,46.83,Montgomery County
20127,KS,5645,400000,70.86,Morris County
20129,KS,3006,410000,136.35,Morton County
20131,KS,10227,660000,64.54,Nemaha County
20133,KS,16346,1040000,63.62,Neosho County
20135,KS,3005,200000,66.56,Ness County
20137,KS,5550,400000,72.07,Norton County
20139,KS,15847,890000,56.16,Osage County
20141,KS,3683,270000,73.31,Osborne County
20143,KS,5975,430000,71.97,Ottawa County
20145,KS,6837,420000,61.42,Pawnee County
20147,KS,5428,460000,84.75,Phillips County
20149,KS,23298,1460000,62.67,Pottawatomie County
20151,KS,9691,910000,93.9,Pratt County
20153,KS,2506,190000,75.82,Rawlins County
20155,KS,63718,3010000,47.24,Reno County
20157,KS,4725,470000,99.47,Republic County
20159,KS,9977,790000,79.18,Rice County
20161,KS,75247,4350000,57.81,Riley County
20163,KS,5173,340000,65.71,Rooks County
20165,KS,3130,150000,47.92,Rush County
20167,KS,7039,400000,56.83,Russell County
20169,KS,55691,3250000,58.36,Saline County
20171,KS,4963,580000,116.84,Scott County
20173,KS,511574,27740000,54.22,Sedgwick County
20175,KS,23151,1690000,73.0,Seward County
20177,KS,178725,10620000,59.42,Shawnee County
20179,KS,2512,260000,103.5,Sheridan County
20181,KS,5983,760000,127.03,Sherman County
20183,KS,3703,270000,72.89,Smith County
20185,KS,4236,200000,47.21,Stafford County
20187,KS,2072,260000,125.48,Stanton County
20189,KS,5806,780000,134.34,Stevens County
20191,KS,23535,1370000,58.21,Sumner County
20193,KS,7904,980000,123.99,Thomas County
20195,KS,2927,440000,150.32,Trego County
20197,KS,6951,270000,38.84,Wabaunsee County
20199,KS,1518,170000,111.99,Wallace County
20201,KS,5598,370000,66.1,Washington County
20203,KS,2157,180000,83.45,Wichita County
20205,KS,8856,420000,47.43,Wilson County
20207,KS,3115,170000,54.57,Woodson County
20209,KS,163369,10040000,61.46,Wyandotte County
21001,KY,19027,1230000,64.64,Adair County
21003,KY,20640,1180000,57.17,Allen County
21005,KY,21979,1220000,55.51,Anderson County
21007,KY,8212,320000,38.97,Ballard County
21009,KY,43570,2710000,62.2,Barren County
21011,KY,12228,690000,56.43,Bath County
21013,KY,27337,1500000,54.87,Bell County
21015,KY,127712,7130000,55.83,Boone County
21017,KY,20116,1220000,60.65,Bourbon County
21019,KY,48325,3290000,68.08,Boyd County
21021,KY,29809,1970000,66.09,Boyle County
21023,KY,8321,480000,57.69,Bracken County
21025,KY,13484,580000,43.01,Breathitt County
21027,KY,20018,750000,37.47,Breckinridge County
21029,KY,78702,4450000,56.54,Bullitt County
21031,KY,12937,820000,63.38,Butler County
21033,KY,12681,800000,63.09,Caldwell County
21035,KY,38343,2170000,56.59,Calloway County
21037,KY,92066,6140000,66.69,Campbell County
21039,KY,4874,160000,32.83,Carlisle County
21041,KY,10699,690000,64.49,Carroll County
21043,KY,27158,1760000,64.81,Carter County
21045,KY,15808,790000,49.97,Casey County
21047,KY,73309,4530000,61.79,Christian County
21049,KY,35757,2490000,69.64,Clark County
21051,KY,21013,1200000,57.11,Clay County
21053,KY,10174,650000,63.89,Clinton County
21055,KY,9183,550000,59.89,Crittenden County
21057,KY,6758,460000,68.06,Cumberland County
21059,KY,99259,6670000,67.2,Daviess County
21061,KY,12007,810000,67.46,Edmonson County
21063,KY,7648,250000,32.69,Elliott County
21065,KY,14375,830000,57.74,Estill County
21067,KY,314488,21900000,69.64,Fayette County
21069,KY,14637,830000,56.71,Fleming County
21071,KY,37756,2180000,57.74,Floyd County
21073,KY,50375,3390000,67.3,Franklin County
21075,KY,6238,420000,67.33,Fulton County
21077,KY,8636,550000,63.69,Gallatin County
21079,KY,17237,1090000,63.24,Garrard County
21081,KY,24756,1460000,58.97,Grant County
21083,KY,37421,1990000,53.18,Graves County
21085,KY,26221,1540000,58.73,Grayson County
21087,KY,11010,760000,69.03,Green County
21089,KY,36068,2240000,62.1,Greenup County
21091,KY,8692,460000,52.92,Hancock County
21093,KY,106439,6930000,65.11,Hardin County
21095,KY,27703,1390000,50.18,Harlan County
21097,KY,18762,1210000,64.49,Harrison County
21099,KY,18454,1240000,67.19,Hart County
21101,KY,46407,2950000,63.57,Henderson County
21103,KY,15620,980000,62.74,Henry County
21105,KY,4612,180000,39.03,Hickman County
21107,KY,46222,3100000,67.07,Hopkins County
21109,KY,13352,890000,66.66,Jackson County
21111,KY,763623,53350000,69.86,Jefferson County
21113,KY,51961,3330000,64.09,Jessamine County
21115,KY,23175,1310000,56.53,Johnson County
21117,KY,165012,10890000,66.0,Kenton County
21119,KY,15693,510000,32.5,Knott County
21121,KY,31730,1740000,54.84,Knox County
21123,KY,14241,640000,44.94,Larue County
21125,KY,60093,3880000,64.57,Laurel County
21127,KY,15745,460000,29.22,Lawrence County
21129,KY,6752,390000,57.76,Lee County
21131,KY,10710,470000,43.88,Leslie County
21133,KY,23123,1060000,45.84,Letcher County
21135,KY,13682,590000,43.12,Lewis County
21137,KY,24463,1490000,60.91,Lincoln County
21139,KY,9316,570000,61.19,Livingston County
21141,KY,26910,1610000,59.83,Logan County
21143,KY,8306,510000,61.4,Lyon County
21145,KY,65018,4290000,65.98,McCracken County
21147,KY,17878,1030000,57.61,McCreary County
21149,KY,9512,620000,65.18,McLean County
21151,KY,87824,5710000,65.02,Madison County
21153,KY,12808,680000,53.09,Magoffin County
21155,KY,19365,1290000,66.62,Marion County
21157,KY,31101,1890000,60.77,Marshall County
21159,KY,12307,670000,54.44,Martin County
21161,KY,17099,1050000,61.41,Mason County
21163,KY,27924,1190000,42.62,Meade County
21165,KY,6358,310000,48.76,Menifee County
21167,KY,21406,1410000,65.87,Mercer County
21169,KY,9908,520000,52.48,Metcalfe County
21171,KY,10667,740000,69.37,Monroe County
21173,KY,27608,1840000,66.65,Montgomery County
21175,KY,13275,430000,32.39,Morgan County
21177,KY,31183,2000000,64.14,Muhlenberg County
21179,KY,45126,2920000,64.71,Nelson County
21181,KY,7131,460000,64.51,Nicholas County
21183,KY,24215,1560000,64.42,Ohio County
21185,KY,64875,4220000,65.05,Oldham County
21187,KY,10730,640000,59.65,Owen County
21189,KY,4461,240000,53.8,Owsley County
21191,KY,14408,800000,55.52,Pendleton County
21193,KY,27565,1530000,55.51,Perry County
21195,KY,61792,3010000,48.71,Pike County
21197,KY,12269,650000,52.98,Powell County
21199,KY,63782,4000000,62.71,Pulaski County
21201,KY,2138,110000,51.45,Robertson County
21203,KY,16942,1130000,66.7,Rockcastle County
21205,KY,23892,1470000,61.53,Rowan County
21207,KY,17662,970000,54.92,Russell County
21209,KY,52420,3360000,64.1,Scott County
21211,KY,45632,2970000,65.09,Shelby County
21213,KY,18006,1220000,67.76,Simpson County
21215,KY,17894,1160000,64.83,Spencer County
21217,KY,25420,1550000,60.98,Taylor County
21219,KY,12530,870000,69.43,Todd County
21221,KY,14232,950000,66.75,Trigg County
21223,KY,8769,550000,62.72,Trimble County
21225,KY,15050,950000,63.12,Union County
21227,KY,122851,8500000,69.19,Warren County
21229,KY,12062,550000,45.59,Washington County
21231,KY,20464,1130000,55.22,Wayne County
21233,KY,13170,810000,61.5,Webster County
21235,KY,36129,2029999,56.19,Whitley County
21237,KY,7258,240000,33.06,Wolfe County
21239,KY,25793,1710000,66.3,Woodford County
22001,LA,62577,4460000,71.27,Acadia Parish
22003,LA,25683,3370000,131.22,Allen Parish
22005,LA,119455,2260000,18.92,Ascension Parish
22007,LA,22842,3420000,149.72,Assumption Parish
22009,LA,41103,3370000,81.99,Avoyelles Parish
22011,LA,36461,3630000,99.56,Beauregard Parish
22013,LA,13786,2140000,155.23,Bienville Parish
22015,LA,125175,9220000,73.66,Bossier Parish
22017,LA,251460,35920000,142.85,Caddo Parish
22019,LA,198787,22670000,114.04,Calcasieu Parish
22021,LA,9993,830000,83.06,Caldwell Parish
22023,LA,6817,960000,140.82,Cameron Parish
22025,LA,10147,950000,93.62,Catahoula Parish
22027,LA,16295,1490000,91.44,Claiborne Parish
22029,LA,20142,2069999,102.77,Concordia Parish
22031,LA,27052,2390000,88.35,De Soto Parish
22033,LA,446753,58770000,131.55,East Baton Rouge Parish
22035,LA,7307,600000,82.11,East Carroll Parish
22037,LA,19695,2320000,117.79,East Feliciana Parish
22039,LA,33743,5220000,154.7,Evangeline Parish
22041,LA,20410,1640000,80.35,Franklin Parish
22043,LA,22343,3330000,149.04,Grant Parish
22045,LA,74103,7230000,97.57,Iberia Parish
22047,LA,33095,1600000,48.35,Iberville Parish
22049,LA,15857,1410000,88.91,Jackson Parish
22051,LA,436275,51160000,117.27,Jefferson Parish
22053,LA,31439,3030000,96.38,Jefferson Davis Parish
22055,LA,240097,21140000,88.05,Lafayette Parish
22057,LA,98325,24130000,245.41,Lafourche Parish
22059,LA,14974,1250000,83.48,LaSalle Parish
22061,LA,47773,5510000,115.33,Lincoln Parish
22063,LA,137787,9340000,67.79,Livingston Parish
22065,LA,11514,1050000,91.19,Madison Parish
22067,LA,26395,2730000,103.43,Morehouse Parish
22069,LA,39179,6470000,165.14,Natchitoches Parish
22071,LA,389616,42610000,109.36,Orleans Parish
22073,LA,156761,17050000,108.76,Ouachita Parish
22075,LA,23495,5430000,231.11,Plaquemines Parish
22077,LA,22250,2580000,115.95,Pointe Coupee Parish
22079,LA,132141,15410000,116.62,Rapides Parish
22081,LA,8593,750000,87.28,Red River Parish
22083,LA,20523,2630000,128.15,Richland Parish
22085,LA,24186,1860000,76.9,Sabine Parish
22087,LA,45408,4750000,104.61,St. Bernard Parish
22089,LA,52812,4040000,76.5,St. Charles Parish
22091,LA,10567,710000,67.19,St. Helena Parish
22093,LA,21566,3060000,141.88,St. James Parish
22095,LA,43626,6330000,145.1,St. John the Baptist Parish
22097,LA,83848,8189999,97.68,St. Landry Parish
22099,LA,53835,3800000,70.59,St. Martin Parish
22101,LA,52810,5080000,96.19,St. Mary Parish
22103,LA,250088,19370000,77.45,St. Tammany Parish
22105,LA,128755,11670000,90.64,Tangipahoa Parish
22107,LA,4740,620000,130.8,Tensas Parish
22109,LA,113972,1310000,11.49,Terrebonne Parish
22111,LA,22476,3190000,141.92,Union Parish
22113,LA,59875,5690000,95.03,Vermilion Parish
22115,LA,50803,5160000,101.57,Vernon Parish
22117,LA,46371,3680000,79.36,Washington Parish
22119,LA,40021,4240000,105.94,Webster Parish
22121,LA,25490,5610000,220.09,West Baton Rouge Parish
22123,LA,11293,1040000,92.09,West Carroll Parish
22125,LA,15385,2560000,166.4,West Feliciana Parish
22127,LA,14568,1680000,115.32,Winn Parish
23001,ME,107232,3450000,32.17,Androscoggin County
23003,ME,68628,1160000,16.9,Aroostook County
23005,ME,289977,11250000,38.8,Cumberland County
23007,ME,29991,680000,22.67,Franklin County
23009,ME,54659,690000,12.62,Hancock County
23011,ME,119980,2730000,22.75,Kennebec County
23013,ME,39855,850000,21.33,Knox County
23015,ME,33969,410000,12.07,Lincoln County
23017,ME,57202,1020000,17.83,Oxford County
23019,ME,152692,3490000,22.86,Penobscot County
23021,ME,16930,300000,17.72,Piscataquis County
23023,ME,35149,600000,17.07,Sagadahoc County
23025,ME,51113,730000,14.28,Somerset County
23027,ME,39155,370000,9.45,Waldo County
23029,ME,31625,580000,18.34,Washington County
23031,ME,201169,7200000,35.79,York County
24001,MD,72528,5260000,72.52,Allegany County
24003,MD,564195,30090000,53.33,Anne Arundel County
24005,MD,831128,37190000,44.75,Baltimore County
24009,MD,90595,1900000,20.97,Calvert County
24011,MD,32579,620000,19.03,Caroline County
24013,MD,167627,5430000,32.39,Carroll County
24015,MD,102382,2820000,27.54,Cecil County
24017,MD,156118,6290000,40.29,Charles County
24019,MD,32384,1450000,44.78,Dorchester County
24021,MD,245322,8590000,35.02,Frederick County
24023,MD,29460,1170000,39.71,Garrett County
24025,MD,250290,12640000,50.5,Harford County
24027,MD,313414,19180000,61.2,Howard County
24029,MD,19787,630000,31.84,Kent County
24031,MD,1040116,42190000,40.56,Montgomery County
24033,MD,909535,85090000,93.55,Prince George's County
24035,MD,48904,1200000,24.54,Queen Anne's County
24037,MD,111413,3320000,29.8,St. Mary's County
24039,MD,25768,560000,21.73,Somerset County
24041,MD,37512,1300000,34.66,Talbot County
24043,MD,149585,7340000,49.07,Washington County
