id,state,total_pop,groundwater_per_day,gal_per_capita,county
24045,MD,102370,3210000,31.36,Wicomico County
24047,MD,51540,4770000,92.55,Worcester County
24510,MD,621849,37270000,59.93,Baltimore City
25001,MA,214333,14950000,69.75,Barnstable County
25003,MA,127827,5940000,46.47,Berkshire County
25005,MA,556771,29200000,52.45,Bristol County
25007,MA,17299,820000,47.4,Dukes County
25009,MA,776043,41920000,54.02,Essex County
25011,MA,70601,2280000,32.29,Franklin County
25013,MA,470690,25570000,54.32,Hampden County
25015,MA,161292,7160000,44.39,Hampshire County
25017,MA,1585139,85180000,53.74,Middlesex County
25019,MA,10925,790000,72.31,Nantucket County
25021,MA,696023,38510000,55.33,Norfolk County
25023,MA,510393,26760000,52.43,Plymouth County
25025,MA,778121,32680000,42.0,Suffolk County
25027,MA,818963,34920000,42.64,Worcester County
26001,MI,10349,40000,3.87,Alcona County
26003,MI,9383,270000,28.78,Alger County
26005,MI,114625,2000000,17.45,Allegan County
26007,MI,28803,870000,30.21,Alpena County
26009,MI,23154,590000,25.48,Antrim County
26011,MI,15261,500000,32.76,Arenac County
26013,MI,8575,330000,38.48,Baraga County
26015,MI,59313,890000,15.0,Barry County
26017,MI,105658,6130000,58.02,Bay County
26019,MI,17457,240000,13.75,Benzie County
26021,MI,154636,6200000,40.09,Berrien County
26023,MI,43663,1210000,27.71,Branch County
26025,MI,134314,4690000,34.92,Calhoun County
26027,MI,51657,880000,17.04,Cass County
26029,MI,26238,1080000,41.16,Charlevoix County
26031,MI,25427,380000,14.94,Cheboygan County
26033,MI,38033,1450000,38.12,Chippewa County
26035,MI,30553,330000,10.8,Clare County
26037,MI,77390,870000,11.24,Clinton County
26039,MI,13800,120000,8.7,Crawford County
26041,MI,36376,1170000,32.16,Delta County
26043,MI,25788,1300000,50.41,Dickinson County
26045,MI,108801,2970000,27.3,Eaton County
26047,MI,33161,1200000,36.19,Emmet County
26049,MI,410849,18220000,44.35,Genesee County
26051,MI,25164,280000,11.13,Gladwin County
26053,MI,15431,810000,52.49,Gogebic County
26055,MI,91636,2830000,30.88,Grand Traverse County
26057,MI,41540,1450000,34.91,Gratiot County
26059,MI,45941,900000,19.59,Hillsdale County
26061,MI,36380,1810000,49.75,Houghton County
26063,MI,31883,940000,29.48,Huron County
26065,MI,286085,17900000,62.57,Ingham County
26067,MI,64223,1720000,26.78,Ionia County
26069,MI,25345,910000,35.9,Iosco County
26071,MI,11347,710000,62.57,Iron County
26073,MI,70698,2560000,36.21,Isabella County
26075,MI,159494,5430000,34.05,Jackson County
26077,MI,260262,12570000,48.3,Kalamazoo County
26079,MI,17260,120000,6.95,Kalkaska County
26081,MI,636369,31780000,49.94,Kent County
26083,MI,2168,30000,13.84,Keweenaw County
26085,MI,11424,80000,7.0,Lake County
26087,MI,88372,1240000,14.03,Lapeer County
26089,MI,21980,330000,15.01,Leelanau County
26091,MI,98573,3010000,30.54,Lenawee County
26093,MI,187315,3190000,17.03,Livingston County
26095,MI,6415,210000,32.74,Luce County
26097,MI,10890,230000,21.12,Mackinac County
26099,MI,864840,55580000,64.27,Macomb County
26101,MI,24461,670000,27.39,Manistee County
26103,MI,67215,2910000,43.29,Marquette County
26105,MI,28783,810000,28.14,Mason County
26107,MI,43067,750000,17.41,Mecosta County
26109,MI,23548,630000,26.75,Menominee County
26111,MI,83632,5050000,60.38,Midland County
26113,MI,14902,110000,7.38,Missaukee County
26115,MI,149567,9830000,65.72,Monroe County
26117,MI,62945,1230000,19.54,Montcalm County
26119,MI,9259,70000,7.56,Montmorency County
26121,MI,172790,6450000,37.33,Muskegon County
26123,MI,47948,720000,15.02,Newaygo County
26125,MI,1242303,62250000,50.11,Oakland County
26127,MI,26105,310000,11.88,Oceana County
26129,MI,20936,170000,8.12,Ogemaw County
26131,MI,6007,230000,38.29,Ontonagon County
26133,MI,23058,310000,13.44,Osceola County
26135,MI,8251,50000,6.06,Oscoda County
26137,MI,24253,280000,11.54,Otsego County
26139,MI,279955,12790000,45.69,Ottawa County
26141,MI,12841,310000,24.14,Presque Isle County
26143,MI,23898,150000,6.28,Roscommon County
26145,MI,193307,10600000,54.84,Saginaw County
26147,MI,159875,7970000,49.85,St. Clair County
26149,MI,61018,1890000,30.97,St. Joseph County
26151,MI,41475,1300000,31.34,Sanilac County
26153,MI,8173,290000,35.48,Schoolcraft County
26155,MI,68619,1850000,26.96,Shiawassee County
26157,MI,53777,920000,17.11,Tuscola County
26159,MI,75077,1510000,20.11,Van Buren County
26161,MI,358880,19230000,53.58,Washtenaw County
26163,MI,1759335,127520000,72.48,Wayne County
26165,MI,33003,810000,24.54,Wexford County
27001,MN,15702,90000,5.73,Aitkin County
27003,MN,344151,16200000,47.07,Anoka County
27005,MN,33385,670000,20.07,Becker County
27007,MN,45672,620000,13.58,Beltrami County
27009,MN,39710,1220000,30.72,Benton County
27011,MN,5040,170000,33.73,Big Stone County
27013,MN,65786,2530000,38.46,Blue Earth County
27015,MN,25313,1110000,43.85,Brown County
27017,MN,35569,570000,16.03,Carlton County
27019,MN,98741,5110000,51.75,Carver County
27021,MN,28706,260000,9.06,Cass County
27023,MN,12109,420000,34.68,Chippewa County
27025,MN,54293,1160000,21.37,Chisago County
27027,MN,62324,2390000,38.35,Clay County
27029,MN,8802,90000,10.22,Clearwater County
27031,MN,5194,40000,7.7,Cook County
27033,MN,11549,690000,59.75,Cottonwood County
27035,MN,63428,1060000,16.71,Crow Wing County
27037,MN,414686,26880000,64.82,Dakota County
27039,MN,20364,550000,27.01,Dodge County
27041,MN,37075,530000,14.3,Douglas County
27043,MN,14050,550000,39.15,Faribault County
27045,MN,20834,500000,24.0,Fillmore County
27047,MN,30613,1000000,32.67,Freeborn County
27049,MN,46435,1430000,30.8,Goodhue County
27051,MN,5903,190000,32.19,Grant County
27053,MN,1223149,69140000,56.53,Hennepin County
27055,MN,18773,480000,25.57,Houston County
27057,MN,20655,150000,7.26,Hubbard County
27059,MN,38429,760000,19.78,Isanti County
27061,MN,45435,880000,19.37,Itasca County
27063,MN,10079,590000,58.54,Jackson County
27065,MN,15837,170000,10.73,Kanabec County
27067,MN,42542,1210000,28.44,Kandiyohi County
27069,MN,4423,180000,40.69,Kittson County
27071,MN,12841,300000,23.36,Koochiching County
27073,MN,6856,170000,24.8,Lac qui Parle County
27075,MN,10630,320000,30.1,Lake County
27077,MN,3923,40000,10.2,Lake of the Woods County
27079,MN,27663,730000,26.39,Le Sueur County
27081,MN,5771,260000,45.05,Lincoln County
27083,MN,25673,1140000,44.4,Lyon County
27085,MN,35931,1360000,37.85,McLeod County
27087,MN,5457,100000,18.33,Mahnomen County
27089,MN,9423,310000,32.9,Marshall County
27091,MN,20022,750000,37.46,Martin County
27093,MN,23101,500000,21.64,Meeker County
27095,MN,25788,390000,15.12,Mille Lacs County
27097,MN,32775,620000,18.92,Morrison County
27099,MN,39116,1660000,42.44,Mower County
27101,MN,8413,310000,36.85,Murray County
27103,MN,33347,1290000,38.68,Nicollet County
27105,MN,21770,910000,41.8,Nobles County
27107,MN,6678,180000,26.95,Norman County
27109,MN,151436,6020000,39.75,Olmsted County
27111,MN,57716,1220000,21.14,Otter Tail County
27113,MN,14219,400000,28.13,Pennington County
27115,MN,29069,260000,8.94,Pine County
27117,MN,9271,500000,53.93,Pipestone County
27119,MN,31533,1020000,32.35,Polk County
27121,MN,11040,100000,9.06,Pope County
27123,MN,538133,21400000,39.77,Ramsey County
27125,MN,4054,100000,24.66,Red Lake County
27127,MN,15470,470000,30.38,Redwood County
27129,MN,14892,600000,40.29,Renville County
27131,MN,65400,2230000,34.1,Rice County
27133,MN,9600,410000,42.71,Rock County
27135,MN,15770,280000,17.76,Roseau County
27137,MN,200430,6670000,33.28,St. Louis County
27139,MN,141660,6680000,47.16,Scott County
27141,MN,91705,2620000,28.57,Sherburne County
27143,MN,14875,450000,30.25,Sibley County
27145,MN,154708,6760000,43.7,Stearns County
27147,MN,36755,1720000,46.8,Steele County
27149,MN,9796,370000,37.77,Stevens County
27151,MN,9340,560000,59.96,Swift County
27153,MN,24256,390000,16.08,Todd County
27155,MN,3401,150000,44.1,Traverse County
27157,MN,21239,700000,32.96,Wabasha County
27159,MN,13875,530000,38.2,Wadena County
27161,MN,18989,560000,29.49,Waseca County
27163,MN,251597,13970000,55.53,Washington County
27165,MN,10952,300000,27.39,Watonwan County
27167,MN,6396,160000,25.02,Wilkin County
27169,MN,50885,1660000,32.62,Winona County
27171,MN,131311,5490000,41.81,Wright County
27173,MN,9875,480000,48.61,Yellow Medicine County
28001,MS,31254,3020000,96.63,Adams County
28003,MS,37388,2930000,78.37,Alcorn County
28005,MS,12574,730000,58.06,Amite County
28007,MS,19043,1660000,87.17,Attala County
28009,MS,8182,350000,42.78,Benton County
28011,MS,33321,2910000,87.33,Bolivar County
28013,MS,14717,1440000,97.85,Calhoun County
28015,MS,10243,990000,96.65,Carroll County
28017,MS,17328,1700000,98.11,Chickasaw County
28019,MS,8299,810000,97.6,Choctaw County
28021,MS,9150,900000,98.36,Claiborne County
28023,MS,16006,1310000,81.84,Clarke County
28025,MS,20048,1970000,98.26,Clay County
28027,MS,24620,2370000,96.26,Coahoma County
28029,MS,28773,2420000,84.11,Copiah County
28031,MS,19543,1190000,60.89,Covington County
28033,MS,173322,15720000,90.7,DeSoto County
28035,MS,75944,7110000,93.62,Forrest County
28037,MS,7742,580000,74.91,Franklin County
28039,MS,23373,1200000,51.34,George County
28041,MS,13522,910000,67.3,Greene County
28043,MS,21578,2110000,97.78,Grenada County
28045,MS,46420,2870000,61.83,Hancock County
28047,MS,201410,16489999,81.87,Harrison County
28049,MS,242891,22350000,92.02,Hinds County
28051,MS,18340,1800000,98.15,Holmes County
28053,MS,8669,840000,96.9,Humphreys County
28055,MS,1337,130000,97.23,Issaquena County
28057,MS,23609,1830000,77.51,Itawamba County
28059,MS,141425,8390000,59.32,Jackson County
28061,MS,16569,1630000,98.38,Jasper County
28063,MS,7507,730000,97.24,Jefferson County
28065,MS,11665,1080000,92.58,Jefferson Davis County
28067,MS,68215,6300000,92.36,Jones County
28069,MS,9969,970000,97.3,Kemper County
28071,MS,53154,4059999,76.38,Lafayette County
28073,MS,60618,4990000,82.32,Lamar County
28075,MS,78524,7180000,91.44,Lauderdale County
28077,MS,12622,1140000,90.32,Lawrence County
28079,MS,22763,1850000,81.27,Leake County
28081,MS,85300,7560000,88.63,Lee County
28083,MS,30999,2750000,88.71,Leflore County
28085,MS,34649,1690000,48.77,Lincoln County
28087,MS,59710,4350000,72.85,Lowndes County
28089,MS,103465,10270000,99.26,Madison County
28091,MS,25563,2190000,85.67,Marion County
28093,MS,35916,1270000,35.36,Marshall County
28095,MS,35827,3500000,97.69,Monroe County
28097,MS,10152,1010000,99.49,Montgomery County
28099,MS,29463,2320000,78.74,Neshoba County
28101,MS,21747,1880000,86.45,Newton County
28103,MS,11043,1000000,90.56,Noxubee County
28105,MS,49800,4139999,83.13,Oktibbeha County
28107,MS,34167,2730000,79.9,Panola County
28109,MS,55191,3680000,66.68,Pearl River County
28111,MS,12277,960000,78.19,Perry County
28113,MS,39955,3140000,78.59,Pike County
28115,MS,30908,2770000,89.62,Pontotoc County
28117,MS,25459,2500000,98.2,Prentiss County
28119,MS,7486,730000,97.52,Quitman County
28121,MS,149039,13810000,92.66,Rankin County
28123,MS,28265,2790000,98.71,Scott County
28125,MS,4585,430000,93.78,Sharkey County
28127,MS,27221,2680000,98.45,Simpson County
28129,MS,16059,1030000,64.14,Smith County
28131,MS,18070,920000,50.91,Stone County
28133,MS,27005,2470000,91.46,Sunflower County
28135,MS,14588,1130000,77.46,Tallahatchie County
28137,MS,28296,1400000,49.48,Tate County
28139,MS,22131,2089999,94.44,Tippah County
28141,MS,19552,1860000,95.13,Tishomingo County
28143,MS,10343,440000,42.54,Tunica County
28145,MS,28429,2240000,78.79,Union County
28147,MS,14638,1430000,97.69,Walthall County
28149,MS,47485,3920000,82.55,Warren County
28151,MS,48130,4470000,92.87,Washington County
28153,MS,20566,1880000,91.41,Wayne County
28155,MS,9899,930000,93.95,Webster County
28157,MS,9122,860000,94.28,Wilkinson County
28159,MS,18317,1790000,97.72,Winston County
28161,MS,12447,1240000,99.62,Yalobusha County
28163,MS,27386,1910000,69.74,Yazoo County
29001,MO,25378,2160000,85.11,Adair County
29003,MO,17296,1540000,89.04,Andrew County
29005,MO,5306,310000,58.42,Atchison County
29007,MO,26096,1840000,70.51,Audrain County
29009,MO,35829,1770000,49.4,Barry County
29011,MO,11880,1050000,88.38,Barton County
29013,MO,16445,1190000,72.36,Bates County
29015,MO,18670,610000,32.67,Benton County
29017,MO,12182,220000,18.06,Bollinger County
29019,MO,174974,17320000,98.99,Boone County
29021,MO,89100,9780000,109.76,Buchanan County
29023,MO,42951,3010000,70.08,Butler County
29025,MO,9014,380000,42.16,Caldwell County
29027,MO,44833,3000000,66.91,Callaway County
29029,MO,44236,2540000,57.42,Camden County
29031,MO,78572,6080000,77.38,Cape Girardeau County
29033,MO,8992,660000,73.4,Carroll County
29035,MO,6263,270000,43.11,Carter County
29037,MO,101603,10080000,99.21,Cass County
29039,MO,13934,660000,47.37,Cedar County
29041,MO,7588,440000,57.98,Chariton County
29043,MO,83279,3950000,47.43,Christian County
29045,MO,6801,430000,63.23,Clark County
29047,MO,235637,23530000,99.86,Clay County
29049,MO,20609,1810000,87.83,Clinton County
29051,MO,76720,6480000,84.46,Cole County
29053,MO,17642,1210000,68.59,Cooper County
29055,MO,24526,780000,31.8,Crawford County
29057,MO,7595,210000,27.65,Dade County
29059,MO,16393,340000,20.74,Dallas County
29061,MO,8253,810000,98.15,Daviess County
29063,MO,12687,1110000,87.49,De Kalb County
29065,MO,15593,540000,34.63,Dent County
29067,MO,13373,330000,24.68,Douglas County
29069,MO,30895,2770000,89.66,Dunklin County
29071,MO,102426,5260000,51.35,Franklin County
29073,MO,14857,640000,43.07,Gasconade County
29075,MO,6692,520000,77.7,Gentry County
29077,MO,288072,23750000,82.44,Greene County
29079,MO,10097,1010000,100.03,Grundy County
29081,MO,8615,520000,60.36,Harrison County
29083,MO,21737,1890000,86.95,Henry County
29085,MO,9201,250000,27.17,Hickory County
29087,MO,4484,380000,84.75,Holt County
29089,MO,10139,790000,77.92,Howard County
29091,MO,40117,1340000,33.4,Howell County
29093,MO,10125,310000,30.62,Iron County
29095,MO,687623,75580000,109.91,Jackson County
29097,MO,118596,8750000,73.78,Jasper County
29099,MO,224124,15840000,70.68,Jefferson County
29101,MO,53951,3510000,65.06,Johnson County
29103,MO,3910,260000,66.5,Knox County
29105,MO,35473,2730000,76.96,Laclede County
29107,MO,32701,2270000,69.42,Lafayette County
29109,MO,38180,1610000,42.17,Lawrence County
29111,MO,10207,680000,66.62,Lewis County
29113,MO,54696,2240000,40.95,Lincoln County
29115,MO,12308,680000,55.25,Linn County
29117,MO,15027,1350000,89.83,Livingston County
29119,MO,22643,1170000,51.67,McDonald County
29121,MO,15335,1220000,79.56,Macon County
29123,MO,12408,520000,41.91,Madison County
29125,MO,8963,220000,24.55,Maries County
29127,MO,28880,2290000,79.29,Marion County
29129,MO,3694,170000,46.02,Mercer County
29131,MO,25113,620000,24.69,Miller County
29133,MO,14036,1170000,83.36,Mississippi County
29135,MO,15963,890000,55.75,Moniteau County
29137,MO,8583,780000,90.88,Monroe County
29139,MO,11703,410000,35.03,Montgomery County
29141,MO,20171,670000,33.22,Morgan County
29143,MO,18208,1120000,61.51,New Madrid County
29145,MO,58615,1370000,23.37,Newton County
29147,MO,22810,1900000,83.3,Nodaway County
29149,MO,10953,290000,26.48,Oregon County
29151,MO,13628,460000,33.75,Osage County
29153,MO,9408,120000,12.75,Ozark County
29155,MO,17482,1750000,100.1,Pemiscot County
29157,MO,19183,1210000,63.08,Perry County
29159,MO,42255,2440000,57.74,Pettis County
29161,MO,44794,2850000,63.62,Phelps County
29163,MO,18348,1260000,68.67,Pike County
29165,MO,96096,8620000,89.7,Platte County
29167,MO,31229,1630000,52.2,Polk County
29169,MO,53221,5810000,109.17,Pulaski County
29171,MO,4858,340000,69.99,Putnam County
29173,MO,10196,790000,77.48,Ralls County
29175,MO,25104,1490000,59.35,Randolph County
29177,MO,22810,1790000,78.47,Ray County
29179,MO,6432,110000,17.1,Reynolds County
29181,MO,13802,650000,47.09,Ripley County
29183,MO,385590,32430000,84.1,St. Charles County
29185,MO,9440,210000,22.25,St. Clair County
29186,MO,17919,940000,52.46,Ste. Genevieve County
29187,MO,66520,4040000,60.73,St. Francois County
29189,MO,1003362,84520000,84.24,St. Louis County
29195,MO,23258,1900000,81.69,Saline County
29197,MO,4436,270000,60.87,Schuyler County
29199,MO,4854,340000,70.05,Scotland County
29201,MO,39008,3360000,86.14,Scott County
29203,MO,8258,240000,29.06,Shannon County
29205,MO,6127,480000,78.33,Shelby County
29207,MO,29862,1930000,64.63,Stoddard County
29209,MO,30943,1760000,56.88,Stone County
29211,MO,6353,640000,100.74,Sullivan County
29213,MO,54592,6720000,123.09,Taney County
29215,MO,25690,1330000,51.77,Texas County
29217,MO,20826,1830000,87.87,Vernon County
29219,MO,33513,2110000,62.96,Warren County
29221,MO,24788,450000,18.15,Washington County
29223,MO,13405,440000,32.82,Wayne County
29225,MO,37483,1240000,33.08,Webster County
29227,MO,2057,160000,77.78,Worth County
29229,MO,18268,770000,42.15,Wright County
29510,MO,315685,26830000,84.99,St. Louis City
30001,MT,9300,1040000,111.83,Beaverhead County
30003,MT,13242,690000,52.11,Big Horn County
30005,MT,6577,530000,80.58,Blaine County
30007,MT,5689,590000,103.71,Broadwater County
30009,MT,10408,1000000,96.08,Carbon County
30011,MT,1180,20000,16.95,Carter County
30013,MT,82277,10480000,127.37,Cascade County
30015,MT,5767,510000,88.43,Chouteau County
30017,MT,12135,790000,65.1,Custer County
30019,MT,1760,120000,68.18,Daniels County
30021,MT,9625,1000000,103.9,Dawson County
30023,MT,9139,1310000,143.34,Deer Lodge County
30025,MT,3190,160000,50.16,Fallon County
30027,MT,11427,610000,53.38,Fergus County
30029,MT,96165,6840000,71.13,Flathead County
30031,MT,100738,6540000,64.92,Gallatin County
30033,MT,1314,20000,15.22,Garfield County
30035,MT,13647,1000000,73.28,Glacier County
30037,MT,827,20000,24.18,Golden Valley County
30039,MT,3240,30000,9.26,Granite County
30041,MT,16572,1220000,73.62,Hill County
30043,MT,11645,730000,62.69,Jefferson County
30045,MT,1926,50000,25.96,Judith Basin County
30047,MT,29456,1360000,46.17,Lake County
30049,MT,66418,4250000,63.99,Lewis and Clark County
30051,MT,2408,140000,58.14,Liberty County
30053,MT,19052,1300000,68.23,Lincoln County
30055,MT,1683,90000,53.48,McCone County
30057,MT,7915,630000,79.6,Madison County
30059,MT,1830,140000,76.5,Meagher County
30061,MT,4251,160000,37.64,Mineral County
30063,MT,114181,11070000,96.95,Missoula County
30065,MT,4582,140000,30.55,Musselshell County
30067,MT,15972,1380000,86.4,Park County
30069,MT,475,10000,21.05,Petroleum County
30071,MT,4169,270000,64.76,Phillips County
30073,MT,6184,430000,69.53,Pondera County
30075,MT,1773,50000,28.2,Powder River County
30077,MT,6840,780000,114.04,Powell County
30079,MT,1160,10000,8.62,Prairie County
30081,MT,41373,1850000,44.72,Ravalli County
30083,MT,11960,670000,56.02,Richland County
30085,MT,11476,810000,70.58,Roosevelt County
30087,MT,9398,870000,92.57,Rosebud County
30089,MT,11335,410000,36.17,Sanders County
30091,MT,3687,200000,54.24,Sheridan County
30093,MT,34622,6110000,176.48,Silver Bow County
30095,MT,9486,220000,23.19,Stillwater County
30097,MT,3634,290000,79.8,Sweet Grass County
30099,MT,6104,630000,103.21,Teton County
30101,MT,5087,700000,137.61,Toole County
30103,MT,697,40000,57.39,Treasure County
30105,MT,7659,870000,113.59,Valley County
30107,MT,2110,180000,85.31,Wheatland County
30109,MT,1130,40000,35.4,Wibaux County
30111,MT,157048,14820000,94.37,Yellowstone County
31001,NE,31587,2520000,79.78,Adams County
31003,NE,6414,370000,57.69,Antelope County
31005,NE,456,0,0.0,Arthur County
31007,NE,787,20000,25.38,Banner County
31009,NE,487,10000,20.53,Blaine County
31011,NE,5315,290000,54.56,Boone County
31013,NE,11337,870000,76.74,Box Butte County
31015,NE,2005,130000,64.81,Boyd County
31017,NE,2946,190000,64.49,Brown County
31019,NE,48863,4179999,85.55,Buffalo County
31021,NE,6585,570000,86.56,Burt County
31023,NE,8115,300000,36.97,Butler County
31025,NE,25511,1690000,66.24,Cass County
31027,NE,8564,620000,72.4,Cedar County
31029,NE,3956,240000,60.67,Chase County
31031,NE,5848,300000,51.3,Cherry County
31033,NE,10167,800000,78.69,Cheyenne County
31035,NE,6309,430000,68.16,Clay County
31037,NE,10520,600000,57.03,Colfax County
31039,NE,9125,1010000,110.68,Cuming County
31041,NE,10806,590000,54.6,Custer County
31043,NE,20781,1490000,71.7,Dakota County
31045,NE,9055,670000,73.99,Dawes County
31047,NE,23886,1940000,81.22,Dawson County
31049,NE,1921,230000,119.73,Deuel County
31051,NE,5797,460000,79.35,Dixon County
31053,NE,36705,2810000,76.55,Dodge County
31055,NE,550064,31280000,56.87,Douglas County
31057,NE,1799,70000,38.91,Dundy County
31059,NE,5619,400000,71.19,Fillmore County
31061,NE,2985,280000,93.8,Franklin County
31063,NE,2623,150000,57.16,Frontier County
31065,NE,4862,530000,109.01,Furnas County
31067,NE,21900,1270000,57.99,Gage County
31069,NE,1918,80000,41.71,Garden County
31071,NE,2028,110000,54.24,Garfield County
31073,NE,1973,90000,45.62,Gosper County
31075,NE,640,20000,31.2,Grant County
31077,NE,2429,140000,57.64,Greeley County
31079,NE,61680,5180000,83.98,Hall County
31081,NE,9190,720000,78.35,Hamilton County
31083,NE,3452,160000,46.35,Harlan County
31085,NE,932,20000,21.46,Hayes County
31087,NE,2883,160000,55.5,Hitchcock County
31089,NE,10312,550000,53.33,Holt County
31091,NE,732,100000,136.61,Hooker County
31093,NE,6409,250000,39.01,Howard County
31095,NE,7263,590000,81.23,Jefferson County
31097,NE,5172,400000,77.32,Johnson County
31099,NE,6585,480000,72.89,Kearney County
31101,NE,8062,870000,107.9,Keith County
31103,NE,804,20000,24.88,Keya Paha County
31105,NE,3688,350000,94.88,Kimball County
31107,NE,8543,640000,74.92,Knox County
31109,NE,306468,25710000,83.89,Lancaster County
31111,NE,35656,2690000,75.44,Lincoln County
31113,NE,777,30000,38.61,Logan County
31115,NE,585,0,0.0,Loup County
31117,NE,475,0,0.0,McPherson County
31119,NE,35039,2210000,63.07,Madison County
31121,NE,7787,410000,52.65,Merrick County
31123,NE,4854,270000,55.62,Morrill County
31125,NE,3595,230000,63.98,Nance County
31127,NE,7046,620000,87.99,Nemaha County
31129,NE,4329,290000,66.99,Nuckolls County
31131,NE,15984,1180000,73.82,Otoe County
31133,NE,2659,240000,90.26,Pawnee County
31135,NE,2944,160000,54.35,Perkins County
31137,NE,9296,820000,88.21,Phelps County
31139,NE,7207,340000,47.17,Pierce County
31141,NE,32847,1430000,43.54,Platte County
31143,NE,5202,270000,51.9,Polk County
31145,NE,10829,840000,77.57,Red Willow County
31147,NE,8093,480000,59.3,Richardson County
31149,NE,1381,70000,50.69,Rock County
31151,NE,14282,790000,55.31,Saline County
31153,NE,175692,11410000,64.94,Sarpy County
31155,NE,21016,1070000,50.91,Saunders County
31157,NE,36260,3470000,95.7,Scotts Bluff County
31159,NE,17110,1170000,68.38,Seward County
31161,NE,5220,270000,51.72,Sheridan County
31163,NE,3091,140000,45.29,Sherman County
31165,NE,1260,20000,15.87,Sioux County
31167,NE,5937,310000,52.21,Stanton County
31169,NE,5162,350000,67.79,Thayer County
31171,NE,684,20000,29.24,Thomas County
31173,NE,7064,510000,72.2,Thurston County
31175,NE,4154,320000,77.03,Valley County
31177,NE,20248,940000,46.42,Washington County
31179,NE,9367,370000,39.5,Wayne County
31181,NE,3625,240000,66.21,Webster County
31183,NE,750,20000,26.67,Wheeler County
31185,NE,13806,1110000,80.4,York County
32001,NV,24200,2140000,88.43,Churchill County
32003,NV,2114801,247600000,117.08,Clark County
32005,NV,47710,5740000,120.31,Douglas County
32007,NV,51935,5630000,108.4,Elko County
32009,NV,829,90000,108.56,Esmeralda County
32011,NV,2016,160000,79.37,Eureka County
32013,NV,17019,1650000,96.95,Humboldt County
32015,NV,5903,620000,105.03,Lander County
32017,NV,5036,550000,109.21,Lincoln County
32019,NV,52585,7120000,135.4,Lyon County
32021,NV,4478,620000,138.45,Mineral County
32023,NV,42477,2920000,68.74,Nye County
32027,NV,6633,540000,81.4,Pershing County
32029,NV,3987,330000,82.77,Storey County
32031,NV,446903,46790000,104.7,Washoe County
32033,NV,9811,1090000,111.1,White Pine County
32510,NV,54521,6130000,112.43,Carson City
33001,NH,60641,1590000,26.22,Belknap County
33003,NH,47285,1740000,36.8,Carroll County
33005,NH,75908,2120000,27.93,Cheshire County
33007,NH,31212,1290000,41.33,Coos County
33009,NH,89320,3670000,41.09,Grafton County
33011,NH,406678,18160000,44.65,Hillsborough County
33013,NH,147994,4190000,28.31,Merrimack County
33015,NH,301777,10580000,35.06,Rockingham County
33017,NH,126825,5170000,40.76,Strafford County
33019,NH,42967,1470000,34.21,Sullivan County
34001,NJ,274219,15400000,56.16,Atlantic County
34003,NJ,938506,73000000,77.78,Bergen County
34005,NJ,450226,29420000,65.34,Burlington County
34007,NJ,510923,38410000,75.18,Camden County
34009,NJ,94727,2080000,21.96,Cape May County
34011,NJ,155853,7860000,50.43,Cumberland County
34013,NJ,797434,63440000,79.56,Essex County
34015,NJ,291479,18460000,63.33,Gloucester County
34017,NJ,674836,53910000,79.89,Hudson County
34019,NJ,125488,2540000,20.24,Hunterdon County
34021,NJ,371398,27370000,73.69,Mercer County
34023,NJ,840900,65730000,78.17,Middlesex County
34025,NJ,628715,45400000,72.21,Monmouth County
34027,NJ,499509,32330000,64.72,Morris County
34029,NJ,588721,36910000,62.7,Ocean County
34031,NJ,510916,37640000,73.67,Passaic County
34033,NJ,64180,2410000,37.55,Salem County
34035,NJ,333654,21850000,65.49,Somerset County
34037,NJ,143673,3000000,20.88,Sussex County
34039,NJ,555786,44300000,79.71,Union County
34041,NJ,106869,4510000,42.2,Warren County
35001,NM,676685,45030000,66.54,Bernalillo County
35003,NM,3456,130000,37.62,Catron County
35005,NM,65764,5920000,90.02,Chaves County
35006,NM,27329,1690000,61.84,Cibola County
35007,NM,12414,1280000,103.11,Colfax County
35009,NM,50398,2770000,54.96,Curry County
35011,NM,1828,180000,98.47,De Baca County
35013,NM,214295,20220000,94.36,Dona Ana County
35015,NM,57578,7670000,133.21,Eddy County
35017,NM,28609,1640000,57.32,Grant County
35019,NM,4371,270000,61.77,Guadalupe County
35021,NM,698,70000,100.29,Harding County
35023,NM,4423,1570000,354.96,Hidalgo County
35025,NM,71180,5490000,77.13,Lea County
35027,NM,19420,3160000,162.72,Lincoln County
35028,NM,17785,1840000,103.46,Los Alamos County
35029,NM,24518,1840000,75.05,Luna County
35031,NM,76708,2190000,28.55,McKinley County
35033,NM,4596,290000,63.1,Mora County
35035,NM,64361,3710000,57.64,Otero County
35037,NM,8455,900000,106.45,Quay County
35039,NM,39465,1450000,36.74,Rio Arriba County
35041,NM,19120,1710000,89.44,Roosevelt County
35043,NM,139394,6100000,43.76,Sandoval County
35045,NM,118737,11280000,95.0,San Juan County
35047,NM,27967,1440000,51.49,San Miguel County
35049,NM,148686,6100000,41.03,Santa Fe County
35051,NM,11282,1160000,102.82,Sierra County
35053,NM,17256,1420000,82.29,Socorro County
35055,NM,32907,1620000,49.23,Taos County
35057,NM,15485,1280000,82.66,Torrance County
35059,NM,4201,370000,88.07,Union County
35061,NM,75737,3330000,43.97,Valencia County
36001,NY,309381,20080000,64.9,Albany County
